3, 9 
1, 14 
2, 8 
1, 3 
2, 6 
1, 3 
3, 9 
1, 14 
2, 8 
3, 10 
2, 5 
1, 4 
1, 3 
1, 3 
2, 8 
4, 10 
7, 14 
1, 3 
1, 3 
1, 3 
7, 18 
3, 10 
1, 3 
2, 5 
3, 6 
5, 7 
14, 38 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
2, 5 
2, 5 
3, 6 
1, 3 
4, 10 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
3, 8 
3, 7 
2, 5 
3, 12 
2, 8 
1, 3 
1, 3 
1, 5 
1, 3 
1, 5 
3, 9 
1, 4 
1, 3 
9, 23 
4, 8 
10, 26 
5, 15 
3, 7 
3, 12 
2, 8 
1, 3 
1, 5 
1, 3 
1, 3 
1, 3 
3, 9 
3, 9 
3, 9 
2, 7 
1, 3 
1, 3 
1, 3 
1, 3 
1, 2 
1, 3 
3, 11 
1, 3 
1, 3 
1, 3 
1, 4 
1, 2 
1, 2 
1, 2 
1, 4 
1, 4 
1, 3 
1, 2 
1, 2 
1, 2 
1, 2 
1, 5 
1, 4 
11, 52 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
2, 5 
1, 4 
4, 9 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 4 
1, 10 
1, 2 
1, 3 
1, 8 
1, 3 
1, 3 
1, 3 
1, 3 
1, 10 
5, 11 
11, 26 
2, 4 
2, 4 
1, 4 
4, 10 
6, 12 
13, 28 
1, 3 
9, 31 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
15, 58 
2, 9 
15, 49 
8, 20 
1, 7 
1, 3 
2, 4 
1, 3 
1, 5 
1, 3 
5, 13 
2, 8 
2, 8 
2, 8 
8, 18 
1, 3 
1, 3 
7, 18 
1, 3 
1, 8 
1, 5 
1, 6 
1, 4 
1, 4 
1, 3 
1, 18 
15, 29 
1, 3 
1, 3 
6, 18 
1, 3 
1, 3 
1, 3 
1, 1 
1, 3 
1, 3 
1, 3 
1, 2 
1, 2 
2, 6 
1, 2 
1, 4 
1, 2 
1, 2 
1, 2 
1, 2 
1, 2 
1, 2 
2, 6 
1, 3 
1, 2 
1, 2 
1, 2 
1, 2 
1, 2 
1, 3 
5, 8 
5, 11 
1, 3 
1, 3 
1, 2 
1, 2 
1, 2 
1, 2 
2, 6 
2, 7 
1, 3 
4, 11 
1, 3 
1, 3 
1, 7 
14, 43 
2, 5 
2, 6 
2, 10 
3, 5 
2, 4 
2, 6 
2, 5 
2, 5 
2, 5 
2, 4 
1, 2 
1, 2 
1, 5 
1, 2 
1, 2 
1, 2 
1, 2 
1, 2 
1, 2 
1, 2 
3, 8 
1, 2 
1, 2 
2, 8 
1, 2 
1, 2 
1, 3 
1, 3 
1, 3 
1, 2 
1, 2 
1, 3 
1, 2 
1, 2 
1, 3 
1, 3 
4, 13 
1, 5 
2, 6 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 2 
1, 2 
1, 3 
1, 3 
1, 3 
4, 11 
1, 3 
1, 8 
2, 5 
1, 3 
25, 58 
1, 3 
3, 8 
1, 11 
2, 5 
1, 3 
2, 5 
1, 3 
1, 3 
1, 3 
18, 53 
5, 11 
6, 18 
4, 10 
1, 4 
44, 181 
1, 3 
1, 3 
1, 3 
1, 6 
1, 5 
4, 10 
3, 9 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
2, 6 
7, 20 
1, 3 
1, 6 
1, 4 
3, 13 
3, 8 
2, 8 
2, 8 
2, 8 
3, 7 
3, 9 
1, 3 
1, 3 
1, 3 
1, 3 
2, 5 
1, 3 
1, 3 
1, 4 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
6, 18 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 4 
1, 3 
20, 64 
1, 3 
2, 5 
1, 3 
1, 4 
1, 3 
1, 3 
1, 3 
2, 5 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
3, 9 
1, 4 
11, 32 
5, 13 
3, 8 
7, 18 
1, 5 
6, 15 
1, 3 
2, 5 
1, 4 
1, 4 
2, 5 
1, 3 
2, 7 
1, 3 
3, 10 
3, 11 
1, 3 
1, 3 
1, 3 
1, 3 
3, 9 
3, 9 
1, 3 
1, 3 
4, 18 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
2, 6 
6, 12 
3, 17 
1, 4 
2, 5 
2, 5 
1, 3 
1, 3 
1, 3 
2, 7 
1, 3 
1, 3 
1, 3 
1, 4 
3, 8 
1, 3 
1, 4 
1, 3 
1, 6 
1, 3 
