1, 3 
1, 3 
1, 5 
2, 7 
2, 6 
3, 9 
1, 2 
1, 14 
2, 8 
3, 10 
2, 5 
1, 3 
2, 6 
2, 7 
1, 3 
1, 3 
3, 9 
1, 2 
1, 14 
2, 8 
3, 10 
2, 5 
1, 3 
1, 4 
1, 3 
1, 3 
2, 8 
1, 3 
4, 10 
7, 14 
1, 3 
1, 3 
1, 3 
1, 3 
3, 11 
7, 18 
3, 10 
1, 3 
2, 5 
2, 6 
2, 5 
3, 5 
3, 6 
5, 7 
1, 3 
14, 38 
4, 10 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
2, 5 
2, 6 
2, 5 
3, 5 
3, 6 
5, 7 
1, 3 
14, 38 
4, 10 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 5 
1, 3 
5, 13 
3, 7 
3, 8 
3, 7 
3, 20 
2, 5 
3, 12 
2, 8 
1, 3 
1, 3 
1, 5 
1, 3 
2, 4 
1, 3 
1, 3 
3, 9 
3, 9 
1, 5 
3, 9 
2, 7 
1, 4 
1, 3 
1, 3 
9, 23 
4, 8 
10, 26 
5, 9 
5, 15 
3, 7 
3, 12 
2, 8 
1, 3 
1, 3 
1, 5 
1, 3 
2, 4 
1, 3 
1, 3 
3, 9 
3, 9 
3, 9 
9, 22 
1, 5 
3, 9 
2, 7 
23, 74 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 2 
1, 3 
1, 4 
3, 11 
1, 3 
1, 3 
1, 3 
1, 3 
3, 14 
1, 4 
1, 3 
1, 2 
1, 2 
1, 2 
1, 2 
1, 2 
1, 4 
5, 12 
2, 5 
1, 4 
1, 3 
1, 2 
1, 2 
1, 2 
1, 2 
1, 2 
1, 4 
5, 12 
2, 5 
1, 5 
1, 3 
1, 3 
1, 4 
11, 52 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
9, 29 
11, 37 
2, 5 
1, 4 
5, 17 
3, 16 
4, 9 
1, 3 
1, 3 
1, 3 
1, 3 
2, 6 
1, 3 
1, 2 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 4 
1, 10 
1, 2 
1, 3 
1, 8 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 4 
1, 10 
5, 11 
5, 8 
6, 14 
11, 26 
2, 4 
2, 4 
2, 4 
1, 3 
1, 4 
4, 10 
6, 12 
13, 28 
2, 4 
1, 3 
9, 31 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
15, 58 
2, 9 
15, 49 
5, 17 
3, 16 
8, 20 
1, 4 
1, 3 
1, 7 
1, 3 
2, 4 
2, 5 
1, 3 
1, 3 
1, 5 
1, 3 
5, 13 
2, 8 
2, 8 
2, 8 
2, 8 
8, 18 
1, 5 
1, 3 
1, 3 
7, 18 
1, 3 
3, 14 
1, 5 
1, 15 
2, 9 
1, 8 
1, 5 
1, 6 
1, 10 
1, 4 
1, 4 
1, 3 
1, 3 
1, 10 
1, 3 
1, 18 
15, 29 
1, 3 
1, 3 
6, 18 
1, 8 
1, 3 
1, 3 
4, 21 
16, 74 
7, 17 
1, 3 
1, 3 
1, 3 
1, 1 
1, 1 
1, 3 
1, 3 
1, 3 
1, 3 
1, 3 
1, 2 
1, 3 
1, 2 
2, 6 
1, 2 
1, 4 
1, 2 
1, 2 
1, 2 
1, 2 
1, 2 
2, 2 
1, 2 
1, 2 
1, 2 
2, 6 
1, 3 
1, 2 
1, 2 
1, 2 
1, 4 
1, 2 
1, 2 
1, 2 
1, 2 
1, 3 
5, 8 
5, 8 
5, 11 
1, 3 
1, 3 
1, 2 
1, 2 
1, 2 
1, 2 
1, 2 
1, 2 
2, 6 
2, 7 
3, 12 
1, 3 
4, 11 
